연번,시도,시군구,읍면동,주    소,전화번호,실제_기관명_전화_AI,D열과의 매핑여부,팩스번호,실제_기관명_팩스_AI,I열과의 매핑여부,팩스전송결과(250711),팩스전송_성공여부,우선순위_케이스,Phase0_성공여부,Phase0_전화매칭,Phase0_팩스매칭,Phase0_신뢰도,전화_매칭_유형,팩스_매칭_유형,최종_결과,오류_메시지
3215,경남,창원시 성산구,반송동행정복지센터,경상남도 창원시 성산구 원이대로473번길 19-14,055-272-5110,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3216,경남,창원시 성산구,중앙동행정복지센터,경상남도 창원시 성산구 외동반림로 5,055-392-7304,055-392-7304은 경남 양산시 중앙동 주민센터의 전화번호입니다,,055-272-5213,,,응답없음,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3217,경남,창원시 의창구,용지동행정복지센터,경상남도 창원시 의창구 용지로239번길 19-4,055-272-5800,055-272-5800은 경남 창원시 성산구 용지동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3218,경남,창원시 성산구,상남동행정복지센터,경상남도 창원시 성산구 동산로 73,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3219,경남,창원시 성산구,사파동행정복지센터,경상남도 창원시 성산구 대암로 109,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3220,경남,창원시 성산구,가음정동행정복지센터,경상남도 창원시 성산구 가음로13번길 31,055-272-5500,055-272-5500은 경남 창원시 성산구 가음정동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3221,경남,창원시 성산구,성주동행정복지센터,경상남도 창원시 성산구 공단로 735,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3222,경남,창원시 성산구,웅남동행정복지센터,경상남도 창원시 성산구 신촌로 50,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3223,경남,창원시 마산합포구,구산면행정복지센터,경상남도 창원시 마산합포구 구산면 구산로 554,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3226,경남,창원시 마산합포구,진전면행정복지센터,경상남도 창원시 마산합포구 진전면 대실로 155,055-220-5230,055-220-5230은 경남 창원시 마산합포구 진전면 주민센터의 전화번호입니다,,055-212-5100,055-212-5100은 경남 창원시 의창구 동읍 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→전화,Phase 0 자동 라벨링 완료,
3227,경남,창원시 마산합포구,현동행정복지센터,경상남도 창원시 마산합포구 현동7길 27,055-220-5320,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3231,경남,창원시 마산합포구,반원중앙동행정복지센터,경상남도 창원시 마산합포구 중앙남5길 45,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3233,경남,창원시 마산합포구,자산동행정복지센터,경상남도 창원시 마산합포구 자산동5길 1,055-225-4911,055-225-4911은 경남 창원시 마산합포구 자산동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3234,경남,창원시 마산합포구,오동동행정복지센터,경상남도 창원시 마산합포구 동서북4길 13,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3235,경남,창원시 마산합포구,교방동행정복지센터,경상남도 창원시 마산합포구 교방동5길 18,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3236,경남,창원시 마산합포구,합포동행정복지센터,경상남도 창원시 마산합포구 허당로 31,055-225-4917,055-225-4917은 경남 창원시 마산합포구 합포동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3237,경남,창원시 마산합포구,산호동행정복지센터,경상남도 창원시 마산합포구 산호남로 60,055-220-5890,055-220-5890은 경남 창원시 마산합포구 산호동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3239,경남,창원시 마산회원구,회원1동행정복지센터,경상남도 창원시 마산회원구 회원동11길 7,055-225-4932,055-225-4932은 경남 창원시 마산회원구 회원1동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3240,경남,창원시 마산회원구,회원2동행정복지센터,경상남도 창원시 마산회원구 회원남로 74,055-225-4933,055-225-4933은 경남 창원시 마산회원구 회원2동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3241,경남,창원시 마산회원구,석전동행정복지센터,경상남도 창원시 마산회원구 석전동4길 52 ,055-548-6450,055-548-6450은 경남 창원시 진해구 석동 주민센터의 전화번호입니다,,055-298-7578,,,연결끊김 ,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3242,경남,창원시 마산회원구,회성동행정복지센터,경상남도 창원시 마산회원구 북성로 327,,,,055-230-5410,055-230-5410은 경남 창원시 마산회원구 회성동 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→전화,Phase 0 자동 라벨링 완료,
3243,경남,창원시 마산회원구,양덕1동행정복지센터,경상남도 창원시 마산회원구 팔용로 25,055-225-4937,055-225-4937은 경남 창원시 마산회원구 양덕1동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3244,경남,창원시 마산회원구,양덕2동행정복지센터,경상남도 창원시 마산회원구 율림교로 3,055-230-5543,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3245,경남,창원시 마산회원구,합성1동행정복지센터,경상남도 창원시 마산회원구 합성서3길 21,055-230-5560,055-230-5560은 경남 창원시 마산회원구 합성1동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3247,경남,창원시 마산회원구,구암1동행정복지센터,경상남도 창원시 마산회원구 구암서2길 95,055-225-4941,055-225-4941은 경남 창원시 마산회원구 구암1동 주민센터의 팩스번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→팩스,매칭실패,Phase 0 자동 라벨링 완료,
3250,경남,창원시 진해구,충무동행정복지센터,경상남도 창원시 진해구 중원로74번길 6,055-548-6200,055-548-6200은 경남 창원시 진해구 충무동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3254,경남,창원시 진해구,병암동행정복지센터,경상남도 창원시 진해구 경화로16번길 31,055-548-2560,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3256,경남,창원시 진해구,이동행정복지센터,경상남도 창원시 진해구 냉천로12번길 9,055-548-6500,055-548-6500은 경남 창원시 진해구 이동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3258,경남,창원시 진해구,덕산동행정복지센터,경상남도 창원시 진해구 동진로157번길 5,055-548-6600,055-548-6600은 경남 창원시 진해구 덕산동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3259,경남,창원시 진해구,풍호동행정복지센터,경상남도 창원시 진해구 진해대로1034번길 6,055-548-6650,055-548-6650은 경남 창원시 진해구 풍호동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3263,경남,진주시,문산읍사무소,경상남도 진주시 문산읍 동부로587번길 12,055-749-2600,055-749-2600은 경남 진주시 문산읍 주민센터의 전화번호입니다,,055-749-2900,055-749-2900은 경남 진주시 문산읍 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3264,경남,진주시,내동면사무소,경상남도 진주시 내동면 순환로 389,055-749-2602,055-749-2602은 경남 진주시 내동면 주민센터의 전화번호입니다,,055-749-2901,055-749-2901은 경남 진주시 내동면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3265,경남,진주시,정촌면사무소,경상남도 진주시 정촌면 정촌로 57,055-749-2604,055-749-2604은 경남 진주시 정촌면 주민센터의 전화번호입니다,,055-749-2910,055-749-2910은 경남 진주시 금산면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3266,경남,진주시,금곡면사무소,경상남도 진주시 금곡면 월아산로 140,,,,055-749-2903,055-749-2903은 경남 진주시 금곡면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3267,경남,진주시,진성면사무소,경상남도 진주시 진성면 동부로 1329,055-749-2608,055-749-2608은 경남 진주시 진성면 주민센터의 전화번호입니다,,055-749-2908,055-749-2908은 경남 진주시 지수면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3268,경남,진주시,일반성면사무소,경상남도 진주시 일반성면 동부로1959번길 2,055-749-4481,055-749-4481은 경남 진주시 이현동 주민센터의 전화번호입니다,,055-749-2910,055-749-2910은 경남 진주시 금산면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3269,경남,진주시,이반성면사무소,경상남도 진주시 이반성면 오봉산로 719,055-749-2612,055-749-2612은 경남 진주시 이반성면 주민센터의 전화번호입니다,,055-749-2906,055-749-2906은 경남 진주시 이반성면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3270,경남,진주시,사봉면사무소,경상남도 진주시 사봉면 사군로 105,055-749-2614,055-749-2614은 경남 진주시 사봉면 주민센터의 전화번호입니다,,055-749-2907,055-749-2907은 경남 진주시 사봉면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3271,경남,진주시,지수면사무소,경상남도 진주시 지수면 지수로 483,055-749-4400,,,055-900-6779,,,연결끊김 ,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3272,경남,진주시,대곡면사무소,경상남도 진주시 대곡면 진의로 1094,055-749-2618,055-749-2618은 경남 진주시 대곡면 주민센터의 전화번호입니다,,055-749-2909,055-749-2909은 경남 진주시 대곡면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3273,경남,진주시,금산면사무소,경상남도 진주시 금산면 금산로 107,055-749-2620,055-749-2620은 경남 진주시 금산면 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3274,경남,진주시,집현면사무소,경상남도 진주시 집현면 진산로 697,055-749-2622,055-749-2622은 경남 진주시 집현면 주민센터의 전화번호입니다,,055-749-2904,055-749-2904은 경남 진주시 진성면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3275,경남,진주시,미천면사무소,경상남도 진주시 미천면 오방로 731,055-749-2624,055-749-2624은 경남 진주시 미천면 주민센터의 전화번호입니다,,055-749-2912,055-749-2912은 경남 진주시 미천면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3276,경남,진주시,명석면사무소,경상남도 진주시 명석면 광제산로 37,055-749-3881,055-749-3881은 경남 진주시 명석면 주민센터의 전화번호입니다,,055-749-2913,055-749-2913은 경남 진주시 명석면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3277,경남,진주시,대평면사무소,경상남도 진주시 대평면 한들길 44,055-749-2628,055-749-2628은 경남 진주시 대평면 주민센터의 전화번호입니다,,055-749-2914,055-749-2914은 경남 진주시 대평면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3278,경남,진주시,수곡면사무소,경상남도 진주시 수곡면 곤수로 972,055-749-3941,055-749-3941은 경남 진주시 수곡면 주민센터의 전화번호입니다,,055-749-2915,055-749-2915은 경남 진주시 수곡면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3279,경남,진주시,천전동행정복지센터,경상남도 진주시 망경남길44번길 22,,,,055-749-4001,055-749-4001은 경남 진주시 천전동 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→전화,Phase 0 자동 라벨링 완료,
3280,경남,진주시,성북동행정복지센터,경상남도 진주시 진주대로1143번길 3,055-749-4041,055-749-4041은 경남 진주시 성북동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3281,경남,진주시,중앙동행정복지센터,경상남도 진주시 진주대로1032번길 14,055-392-7304,055-392-7304은 경남 양산시 중앙동 주민센터의 전화번호입니다,,055-272-5100,055-272-5100은 경남 창원시 성산구 반송동 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→전화,Phase 0 자동 라벨링 완료,
3282,경남,진주시,상봉동행정복지센터,경상남도 진주시 진주성로 111,055-749-2644,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3283,경남,진주시,상대동행정복지센터,경상남도 진주시 동진로 189,055-749-2654,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3284,경남,진주시,하대동행정복지센터,경상남도 진주시 모덕로 305,055-749-4251,055-749-4251은 경남 진주시 하대동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3285,경남,진주시,상평동행정복지센터,경상남도 진주시 솔밭로80번길 18,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3286,경남,진주시,초장동행정복지센터,경상남도 진주시 초장로14번길 14,055-749-4400,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3287,경남,진주시,평거동행정복지센터,경상남도 진주시 평거로40번길 5,055-749-4431,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3288,경남,진주시,신안동행정복지센터,경상남도 진주시 진양호로 360,055-745-3112,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3289,경남,진주시,이현동행정복지센터,경상남도 진주시 평거로 287,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3290,경남,진주시,판문동행정복지센터,경상남도 진주시 새평거로 55,055-749-4501,055-749-4501은 경남 진주시 판문동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3291,경남,진주시,가호동행정복지센터,경상남도 진주시 진주역로95번길 6,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3292,경남,진주시,충무공동주민센터,경상남도 진주시 충의로 145,055-749-3971,,,055-749-2935,055-749-2935은 경남 진주시 판문동 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3293,경남,통영시,산양읍사무소,경상남도 통영시 산양읍 산양일주로 1683-25,055-650-3500,055-650-3500은 경남 통영시 산양읍 주민센터의 전화번호입니다,,055-246-8741,,,통화중실패,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3294,경남,통영시,용남면사무소,경상남도 통영시 용남면 달포큰길 28,055-646-8003,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3295,경남,통영시,도산면사무소,경상남도 통영시 도산면 도산일주로 30-2,055-650-3540,055-650-3540은 경남 통영시 도산면 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3297,경남,통영시,욕지면사무소,경상남도 통영시 욕지면 중촌길 193,055-650-3580,055-650-3580은 경남 통영시 욕지면 주민센터의 전화번호입니다,,055-645-6254,,,전화번호오류,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3298,경남,통영시,한산면사무소,경상남도 통영시 한산면 한산일주로 844,,,,055-650-6884,,,연결끊김 ,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3299,경남,통영시,사량면사무소,경상남도 통영시 사량면 상도일주로 1580-13,055-650-4733,,,055-650-3620,055-650-3620은 경남 통영시 사량면 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→전화,Phase 0 자동 라벨링 완료,
3300,경남,통영시,도천동행정복지센터,경상남도 통영시 평인일주로 36,,,,055-650-3760,,,연결끊김 ,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3303,경남,통영시,정량동주민센터,경상남도 통영시 장좌로 28,055-650-4733,,,055-650-3890,055-650-3890은 경남 통영시 정량동 주민센터의 팩스번호입니다,,라인혼잡,FALSE,기타,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
3304,경남,통영시,북신동행정복지센터,경상남도 통영시 여황로 403-6,055-643-0610,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3307,경남,통영시,봉평동행정복지센터,경상남도 통영시 도남로 185,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3308,경남,사천시,사천읍행정복지센터,경상남도 사천시 사천읍 무산로 21,055-831-5014,,,055-831-8779,,,연결끊김 ,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3309,경남,사천시,정동면행정복지센터,경상남도 사천시 정동면 상정대로 2540-39,055-831-5060,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3310,경남,사천시,사남면행정복지센터,경상남도 사천시 사남면 진삼로 1108,055-831-5081,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3311,경남,사천시,용현면행정복지센터,경상남도 사천시 용현면 진삼로 637,055-830-4831,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3313,경남,사천시,곤양면행정복지센터,경상남도 사천시 곤양면 성내공원길 11,055-831-5170,055-831-5170은 경남 사천시 곤양면 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3314,경남,사천시,곤명면행정복지센터,경상남도 사천시 곤명면 원전새길 64,055-831-5207,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3316,경남,사천시,동서동행정복지센터,경상남도 사천시 수남길 102,055-831-5260,055-831-5260은 경남 사천시 동서동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3317,경남,사천시,선구동행정복지센터,경상남도 사천시 각산로 22,055-831-5290,055-831-5290은 경남 사천시 선구동 주민센터의 전화번호입니다,,055-638-3766,,,응답없음,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3318,경남,사천시,동서금동행정복지센터,경상남도 사천시 동금로 27,055-831-5322,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3319,경남,사천시,벌용동행정복지센터,경상남도 사천시 벌용길 60,055-831-5350,055-831-5350은 경남 사천시 벌용동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3321,경남,사천시,남양동행정복지센터,경상남도 사천시 임내안길 65,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3324,경남,김해시,진례면행정복지센터,경상남도 김해시 진례면 진례로 241,055-359-1011,055-359-1011은 경남 김해시 진례면 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3325,경남,김해시,한림면행정복지센터,경상남도 김해시 한림면 한림로 369,055-359-1051,055-359-1051은 경남 김해시 한림면 주민센터의 전화번호입니다,,055-330-2914,055-330-2914은 경남 김해시 한림면 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3326,경남,김해시,생림면행정복지센터,경상남도 김해시 생림면 봉림로 40,055-359-1401,055-359-1401은 경남 김해시 생림면 주민센터의 전화번호입니다,,055-330-0126,,,라인혼잡,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3328,경남,김해시,대동면행정복지센터,경상남도 김해시 대동면 대동로 610,055-359-1481,055-359-1481은 경남 김해시 대동면 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3333,경남,김해시,북부동행정복지센터,경상남도 김해시 해반천로 160,055-359-1671,055-359-1671은 경남 김해시 북부동 주민센터의 전화번호입니다,,055-359-0121,055-359-0121은 경남 김해시 북부동 주민센터의 팩스번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3335,경남,김해시,활천동행정복지센터,경상남도 김해시 인제로11번길 51,055-335-7110,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3339,경남,김해시,장유2동행정복지센터,경상남도 김해시 능동로 43,055-359-7861,055-359-7861은 경남 김해시 장유2동 주민센터의 전화번호입니다,,055-314-9552,055-314-9552은 경남 김해시 장유2동 주민센터의 팩스번호입니다,,통화중실패,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3340,경남,김해시,장유3동행정복지센터,경상남도 김해시 관동로 25,055-359-8921,055-359-8921은 경남 김해시 장유3동 주민센터의 전화번호입니다,,055-359-0118,055-359-0118은 경남 김해시 장유3동 주민센터의 팩스번호입니다,,통화중실패,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
3341,경남,밀양시,삼랑진읍행정복지센터,경상남도 밀양시 삼랑진읍 외송중앙길 6,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3342,경남,밀양시,하남읍행정복지센터,경상남도 밀양시 하남읍 수산중앙로 53,055-391-2008,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3349,경남,밀양시,초동면행정복지센터,경상남도 밀양시 초동면 초동로 111,,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3350,경남,밀양시,무안면행정복지센터,경상남도 밀양시 무안면 동부1길 13,055-352-2888,,,,,,,FALSE,기타,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
3352,경남,밀양시,내일동행정복지센터,경상남도 밀양시 중앙로 346,055-359-5812,055-359-5812은 경남 밀양시 내일동 주민센터의 전화번호입니다,,,,,,FALSE,기타,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
3353,경남,밀양시,내이동행정복지센터,경상남도 밀양시 중앙로 425-4,055-359-1601,055-359-1601은 경남 김해시 내외동 주민센터의 전화번호입니다,,055-359-5813,055-359-5813은 경남 밀양시 내이동 주민센터의 전화번호입니다,,연결끊김 ,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→전화,Phase 0 자동 라벨링 완료,
3355,경남,밀양시,삼문동행정복지센터(임시청사),경상남도 밀양시 미리벌중앙로1길12-1(임시청사),055-359-5815,055-359-5815은 경남 밀양시 삼문동 주민센터의 전화번호입니다,,055-314-9552,055-314-9552은 경남 김해시 장유2동 주민센터의 팩스번호입니다,,통화중실패,FALSE,기타,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
