연번,시도,시군구,읍면동,주    소,전화번호,실제 기관명,올바른 전화번호,팩스번호,실제 기관명,올바른 팩스번호,팩스전송결과(250711),,
3100,경북,의성군,옥산면행정복지센터,경상북도 의성군 옥산면 신감옥산로 1180,,,,054-830-5934,,,성공,,b
3101,경북,의성군,사곡면행정복지센터,경상북도 의성군 사곡면 의성사곡로 973,,,,054-830-5935,,,성공,,a
3102,경북,의성군,춘산면행정복지센터,경상북도 의성군 춘산면 금성현서로 1481,054-480-7068,,,054-830-5936,,,성공,,b
3103,경북,의성군,가음면행정복지센터,경상북도 의성군 가음면 금성현서로 455,054-833-9302,,,054-830-5936,,,성공,,a
3104,경북,의성군,금성면행정복지센터,경상북도 의성군 금성면 탑리길 115,054-830-5164,,,054-830-5938,,,성공,,b
3105,경북,의성군,봉양면행정복지센터,경상북도 의성군 봉양면 도리원3길 31,054-830-5195,,,054-830-5939,,,성공,,a
3106,경북,의성군,비안면행정복지센터,경상북도 의성군 비안면 강변길 59,054-830-5224,,,054-830-5931,,,성공,,b
3107,경북,의성군,구천면행정복지센터,경상북도 의성군 구천면 소보안계로 1601,054-830-5245,,,054-830-5941,,,성공,,a
3108,경북,의성군,단밀면행정복지센터,경상북도 의성군 단밀면 중동단밀로 949,054-830-5262,,,054-830-5942,,,성공,,b
3109,경북,의성군,단북면행정복지센터,경상북도 의성군 단북면 단북다인로 168,054-830-5282,,,054-861-8403,,,성공,,a
3110,경북,의성군,안계면행정복지센터,경상북도 의성군 안계면 안계길 114,054-830-5316,,,054-830-5931,,,성공,,b
3111,경북,의성군,다인면행정복지센터,경상북도 의성군 다인면 서릉길 37,054-830-5335,,,054-830-5945,,,성공,,a
3112,경북,의성군,신평면행정복지센터,경상북도 의성군 신평면 봉호로 2454,054-480-7887,,,054-830-5946,,,성공,,b
3113,경북,의성군,안평면행정복지센터,경상북도 의성군 안평면 안평의성로 36,054-830-5383,,,054-830-5947,,,성공,,a
3114,경북,의성군,안사면행정복지센터,경상북도 의성군 안사면 안신로 645,054-830-5402,,,054-830-5931,,,성공,,b
3115,경북,청송군,청송읍행정복지센터,경상북도 청송군 청송읍 중앙로 253,054-873-2346,,,054-870-8890,,,성공,,a
3116,경북,청송군,주왕산면행정복지센터,경상북도 청송군 주왕산면 이전앞길 1,054-873-2291,,,054-870-8890,,,성공,,b
3117,경북,청송군,부남면행정복지센터,경상북도 청송군 부남면 대전로 119,054-870-8801,,,054-870-8890,,,성공,,a
3118,경북,청송군,현동면행정복지센터,경상북도 청송군 현동면 청송로 2647,054-870-8801,,,054-870-8890,,,성공,,b
3119,경북,청송군,현서면행정복지센터,경상북도 청송군 현서면 구산동로 27,054-870-8801,,,054-870-8890,,,성공,,a
3120,경북,청송군,안덕면행정복지센터,경상북도 청송군 안덕면 안덕로 82,054-870-8801,,,054-870-8890,,,성공,,b
3121,경북,청송군,파천면행정복지센터,경상북도 청송군 파천면 청송로 5544,054-870-8801,,,054-870-8890,,,성공,,a
3122,경북,청송군,진보면행정복지센터,경상북도 청송군 진보면 진안동2길 4-10,054-870-8801,,,054-870-8890,,,성공,,b
3123,경북,영양군,영양읍행정복지센터,경상북도 영양군 영양읍 군청길 53,054-680-5411,,,054-249-2388,,,성공,,a
3124,경북,영양군,입암면행정복지센터,경상북도 영양군 입암면 조기리길 10,054-682-4500,,,,,,#N/A,,b
3125,경북,영양군,청기면행정복지센터,경상북도 영양군 청기면 청기1길 9-6,054-682-9688,,,,,,#N/A,,a
3126,경북,영양군,일월면행정복지센터,경상북도 영양군 일월면 영양로 2419,054-680-5714,,,054-639-7839,,,라인혼잡,,b
3127,경북,영양군,수비면행정복지센터,경상북도 영양군 수비면 한티로 503,054-680-5812,,,,,,#N/A,,a
3128,경북,영양군,석보면행정복지센터,경상북도 영양군 석보면 원리3길 3,054-680-6942,,,054-680-5911,,,연결끊김 ,,b
3129,경북,영덕군,영덕읍행정복지센터,경상북도 영덕군 영덕읍 우곡길 62,,,,,,,#N/A,,a
3130,경북,영덕군,강구면행정복지센터,경상북도 영덕군 강구면 동해대로 4526,,,,,,,#N/A,,b
3131,경북,영덕군,남정면행정복지센터,경상북도 양덕군 남정면 진불길 43,,,,,,,#N/A,,a
3132,경북,영덕군,달산면행정복지센터,경상북도 영덕군 달산면 팔각산로 1829,,,,054-632-1714,,,성공,,b
3133,경북,영덕군,지품면행정복지센터,경상북도 영덕군 지품면 경동로 7153 ,054-730-7503,,,054-730-7122,,,연결끊김 ,,a
3134,경북,영덕군,축산면행정복지센터,경상북도 영덕군 축산면 도곡길 67,,,,054-650-6606,,,연결끊김 ,,b
3135,경북,영덕군,영해면행정복지센터,경상북도 영덕군 영해면 예주3길 7,,,,054-730-7742,,,연결끊김 ,,a
3136,경북,영덕군,병곡면행정복지센터,경상북도 영덕군 병곡면 병곡길 72,,,,054-730-0780,,,라인혼잡,,b
3137,경북,영덕군,창수면행정복지센터,경상북도 영덕군 창수면 신기길 5,,,,054-730-6217,,,연결끊김 ,,a
3138,경북,청도군,청도읍행정복지센터,경상북도 청도군 청도읍 청화로 137,054-370-6707,,,054-880-4999,,,성공,,b
3139,경북,청도군,화양읍행정복지센터,경상북도 청도군 화양읍 도주관로 159,054-370-6163,,,054-370-6732,,,성공,,a
3140,경북,청도군,각남면행정복지센터,경상북도 청도군 각남면 각남로 74,054-537-8322,,,054-370-6733,,,성공,,b
3141,경북,청도군,풍각면행정복지센터,경상북도 청도군 풍각면 송서로 70,054-650-6612,,,054-840-4228,,,성공,,a
3142,경북,청도군,각북면행정복지센터,경상북도 청도군 각북면 헐티로 801,,,,054-550-6712,,,성공,,b
3143,경북,청도군,이서면행정복지센터,경상북도 청도군 이서면 이서로 145-18,,,,054-632-1714,,,성공,,a
3144,경북,청도군,운문면행정복지센터,경상북도 청도군 운문면 청려로 4707 ,054-552-3210,,,054-550-6705,,,성공,,b
3145,경북,청도군,금천면행정복지센터,경상북도 청도군 금천면 선암로 575,054-432-2517,,,,,,#N/A,,a
3146,경북,청도군,매전면행정복지센터,경상북도 청도군 매전면 청려로 3693 ,054-373-0870,,,,,,#N/A,,b
3147,경북,고령군,대가야읍행정복지센터,경상북도 고령군 대가야읍 중앙로 1,054-954-2201,,,054-950-6089,,,성공,,a
3148,경북,고령군,덕곡면행정복지센터,경상북도 고령군 덕곡면 덕운로 570,054-950-6502,,,,,,#N/A,,b
3149,경북,고령군,운수면행정복지센터,경상북도 고령군 운수면 운용로 106,054-950-7605,,,054-956-0344,,,성공,,a
3150,경북,고령군,성산면행정복지센터,경상북도 고령군 성산면 성산로 897,,,,,,,#N/A,,b
3151,경북,고령군,다산면행정복지센터,경상북도 고령군 다산면 다산로 681,054-950-7742,,,054-950-6455,,,성공,,a
3152,경북,고령군,개진면행정복지센터,경상북도 고령군 개진면 개경포로 589-9,054-436-5301,,,054-950-7760,,,연결끊김 ,,b
3153,경북,고령군,우곡면행정복지센터,경상북도 고령군 우곡면 도진3길 21,054-950-7804,,,054-954-9914,,,성공,,a
3154,경북,고령군,쌍림면행정복지센터,경상북도 고령군 쌍림면 대가야로 613,,,,054-956-0349,,,성공,,b
3155,경북,성주군,성주읍행정복지센터,경상북도 성주군 성주읍 성주읍1길 13,054-933-3003,,,,,,#N/A,,a
3156,경북,성주군,선남면행정복지센터,경상북도 성주군 선남면 관화길 96,054-840-4352,,,054-933-0672,,,성공,,b
3157,경북,성주군,용암면행정복지센터,경상북도 성주군 용암면 운용로 1031,054-932-1456,,,,,,#N/A,,a
3158,경북,성주군,수륜면행정복지센터,경상북도 성주군 수륜면 참별로 915,054-932-3301,,,,,,#N/A,,b
3159,경북,성주군,가천면행정복지센터,경상북도 성주군 가천면 가천로 63,054-932-4301,,,,,,#N/A,,a
3160,경북,성주군,금수면행정복지센터,경상북도 성주군 금수면 성주로 1883,054-830-5164,,,054-830-5938,,,성공,,b
3161,경북,성주군,대가면행정복지센터,경상북도 성주군 대가면 동강한강로 891,054-932-6301,,,,,,#N/A,,a
3162,경북,성주군,벽진면행정복지센터,경상북도 성주군 벽진면 수촌길 12,,,,054-231-7703,,,성공,,b
3163,경북,성주군,초전면행정복지센터,경상북도 성주군 초전면 대장길 107,054-932-8302,,,054-930-7909,,,성공,,a
3164,경북,성주군,월항면행정복지센터,경상북도 성주군 월항면 주산로 366,,,,,,,#N/A,,b
3165,경북,칠곡군,왜관읍행정복지센터(임시청사),"경상북도 칠곡군 석적읍 강변대로 1580, 컨벤션홀 (임시청사)",054-820-7101,,,,,,#N/A,,a
3166,경북,칠곡군,북삼읍행정복지센터,경상북도 칠곡군 북삼읍 인평1길 6,054-973-3321,,,054-979-5272,,,연결끊김 ,,b
3167,경북,칠곡군,석적읍행정복지센터,경상북도 칠곡군 석적읍 남율로7길 7,054-973-3321,,,054-979-5314,,,연결끊김 ,,a
3168,경북,칠곡군,지천면행정복지센터,경상북도 칠곡군 지천면 신동로 171,054-436-2521,,,054-979-5352,,,연결끊김 ,,b
3169,경북,칠곡군,동명면행정복지센터,경상북도 칠곡군 동명면 금암중앙길 56,054-976-7948,,,,,,#N/A,,a
3170,경북,칠곡군,가산면행정복지센터,경상북도 칠곡군 가산면 경북대로 1570,054-840-4887,,,,,,#N/A,,b
3171,경북,칠곡군,약목면행정복지센터,경상북도 칠곡군 약목면 복성1길 15,054-973-3321,,,054-979-5382,,,연결끊김 ,,a
3172,경북,칠곡군,기산면행정복지센터,경상북도 칠곡군 기산면 주산로 1213,,,,,,,#N/A,,b
3173,경북,예천군,예천읍행정복지센터,경북 예천군 예천읍 군청앞길 2(서본리 1-6),054-654-3801,,,054-650-6089,,,성공,,a
3174,경북,예천군,호명읍행정복지센터,경북 예천군 호명읍 오천길 2(오천리 157-3),054-650-6607,,,054-650-6787,,,성공,,b
3175,경북,예천군,용문면행정복지센터,경상북도 예천군 용문면 금당실길 54,054-655-8301,,,,,,#N/A,,a
3176,경북,예천군,효자면행정복지센터,경상북도 예천군 효자면 도효자로 1481,054-653-2301,,,,,,#N/A,,b
3177,경북,예천군,은풍면행정복지센터,경상북도 예천군 은풍면 은풍로 88,054-650-6604,,,054-840-4228,,,성공,,a
3178,경북,예천군,감천면행정복지센터,경상북도 예천군 감천면 충효로 1389,054-650-6605,,,054-655-4141,,,성공,,b
3179,경북,예천군,보문면행정복지센터,경상북도 예천군 보문면 미호길 127,,,,054-650-6089,,,성공,,a
3180,경북,예천군,유천면행정복지센터,경상북도 예천군 유천면 예성로 699-8,054-650-6300,,,,,,#N/A,,b
3181,경북,예천군,용궁면행정복지센터,경상북도 예천군 용궁면 읍부1길 45,054-650-6609,,,054-654-5083,,,통화중실패,,a
3182,경북,예천군,개포면행정복지센터,경상북도 예천군 개포면 신음리길 28-8,054-650-6610,,,054-650-6790,,,성공,,b
3183,경북,예천군,지보면행정복지센터,경상북도 예천군 지보면 지보로 126-5,054-652-8100,,,,,,#N/A,,a
3184,경북,예천군,풍양면행정복지센터,경상북도 예천군 풍양면 낙상2길 50,054-650-6612,,,054-650-6792,,,성공,,b
3185,경북,봉화군,봉화읍행정복지센터,경상북도 봉화군 봉화읍 내성로3길 9,,,,054-674-3434,,,연결끊김 ,,a
3186,경북,봉화군,물야면행정복지센터,경상북도 봉화군 물야면 문수로 991,054-672-2301,,,,,,#N/A,,b
3187,경북,봉화군,봉성면행정복지센터,경상북도 봉화군 봉성면 옥마로 23 ,,,,054-537-8906,,,연결끊김 ,,a
3188,경북,봉화군,법전면행정복지센터,경상북도 봉화군 법전면 법전로 100 ,054-679-5231,,,,,,#N/A,,b
3189,경북,봉화군,춘양면행정복지센터,경상북도 봉화군 춘양면 의양로5길 19 ,054-679-5441,,,,,,#N/A,,a
3190,경북,봉화군,소천면행정복지센터,경상북도 봉화군 소천면 소천로 1294 ,054-679-5511,,,,,,#N/A,,b
3191,경북,봉화군,석포면행정복지센터,경상북도 봉화군 석포면 석포로1길 55 ,054-679-5641,,,054-679-5531,,,연결끊김 ,,a
3192,경북,봉화군,재산면행정복지센터,경상북도 봉화군 재산면 대내골길 4,054-672-8301,,,054-672-5796,,,전화번호오류,,b
3193,경북,봉화군,명호면행정복지센터,경상북도 봉화군 명호면 도천길 18 ,054-650-6607,,,,,,#N/A,,a
3194,경북,봉화군,상운면행정복지센터,경상북도 봉화군 상운면 예봉로 1281 ,054-679-5941,,,,,,#N/A,,b
3195,경북,울진군,울진읍행정복지센터,경상북도 울진군 울진읍 읍내10길 19,054-789-4000,,,,,,#N/A,,a
3196,경북,울진군,평해읍행정복지센터,경상북도 울진군 평해읍 평해로 82,054-789-4100,,,054-231-7703,,,성공,,b
3197,경북,울진군,북면행정복지센터,경상북도 울진군 북면 부구3길 12,054-859-5006,,,054-840-4129,,,성공,,a
3198,경북,울진군,금강송면행정복지센터,경상북도 울진군 금강송면 삼근1길 23,054-840-4931,,,,,,#N/A,,b
3199,경북,울진군,근남면행정복지센터,경상북도 울진군 근남면 노음4길 6-7,054-783-9413,,,054-783-9415,,,성공,,a
3200,경북,울진군,매화면행정복지센터,경상북도 울진군 매화면 매화1길 95,,,,054-788-2710,,,연결끊김 ,,b
3201,경북,울진군,기성면행정복지센터,경상북도 울진군 기성면 척산2길 8,054-789-4600,,,054-789-4300,,,연결끊김 ,,a
3202,경북,울진군,온정면행정복지센터,경상북도 울진군 온정면 소태로 23,054-635-3306,,,054-639-7579,,,성공,,b
3203,경북,울진군,죽변면행정복지센터,경상북도 울진군 죽변면 죽변중앙로 165,054-502-2423,,,054-502-2923,,,연결끊김 ,,a
3204,경북,울진군,후포면행정복지센터,경상북도 울진군 후포면 삼율로 7-20,054-502-2000,,,,,,#N/A,,b
3205,경북,울릉군,울릉읍행정복지센터,경상북도 울릉군 울릉읍 도동길 158,054-790-6607,,,054-790-6608,,,성공,,a
3206,경북,울릉군,서면행정복지센터,경상북도 울릉군 서면 남양4길 31,,,,,,,#N/A,,b
3207,경북,울릉군,북면행정복지센터,경상북도 울릉군 북면 천부2길 15,054-859-5006,,,054-840-4129,,,성공,,a
3208,경남,창원시 의창구,동읍행정복지센터,경상남도 창원시 의창구 동읍 동읍로 88,,,,055-359-6798,,,성공,,b
3209,경남,창원시 의창구,북면행정복지센터,경상남도 창원시 의창구 북면 천주로 1085,055-212-5200,,,055-359-6798,,,성공,,a
3210,경남,창원시 의창구,대산면행정복지센터,경상남도 창원시 의창구 대산면 가술산단동로 10,055-253-9164,,,055-212-5100,,,연결끊김 ,,b
3211,경남,창원시 의창구,의창동행정복지센터,경상남도 창원시 의창구 서상로12번길 75,055-212-5200,,,055-225-4843,,,성공,,a
3212,경남,창원시 의창구,팔룡동행정복지센터,경상남도 창원시 의창구 팔용로 435,055-212-5511,,,055-288-4862,,,성공,,b
3213,경남,창원시 의창구,명곡동행정복지센터,경상남도 창원시 의창구 태복산로15번길 8,055-212-5600,,,,,,#N/A,,a
3214,경남,창원시 의창구,봉림동행정복지센터,경상남도 창원시 의창구 대봉로26번길 5,055-212-5100,,,055-239-6199,,,성공,,b
3215,경남,창원시 성산구,반송동행정복지센터,경상남도 창원시 성산구 원이대로473번길 19-14,055-272-5110,,,,,,#N/A,,a
3216,경남,창원시 성산구,중앙동행정복지센터,경상남도 창원시 성산구 외동반림로 5,055-392-7304,,,055-272-5213,,,응답없음,,b
3217,경남,창원시 의창구,용지동행정복지센터,경상남도 창원시 의창구 용지로239번길 19-4,055-272-5800,,,,,,#N/A,,a
3218,경남,창원시 성산구,상남동행정복지센터,경상남도 창원시 성산구 동산로 73,,,,,,,#N/A,,b
3219,경남,창원시 성산구,사파동행정복지센터,경상남도 창원시 성산구 대암로 109,,,,,,,#N/A,,a
3220,경남,창원시 성산구,가음정동행정복지센터,경상남도 창원시 성산구 가음로13번길 31,055-272-5500,,,,,,#N/A,,b
3221,경남,창원시 성산구,성주동행정복지센터,경상남도 창원시 성산구 공단로 735,,,,,,,#N/A,,a
3222,경남,창원시 성산구,웅남동행정복지센터,경상남도 창원시 성산구 신촌로 50,,,,,,,#N/A,,b
3223,경남,창원시 마산합포구,구산면행정복지센터,경상남도 창원시 마산합포구 구산면 구산로 554,,,,,,,#N/A,,a
3224,경남,창원시 마산합포구,진동면행정복지센터,경상남도 창원시 마산합포구 진동면 신서촌로 11,055-712-0255,,,055-271-0351,,,성공,,b
3225,경남,창원시 마산합포구,진북면행정복지센터,경상남도 창원시 마산합포구 진북면 지산5길 80,055-220-5160,,,055-225-4900,,,성공,,a
3226,경남,창원시 마산합포구,진전면행정복지센터,경상남도 창원시 마산합포구 진전면 대실로 155,055-220-5230,,,055-212-5100,,,연결끊김 ,,b
3227,경남,창원시 마산합포구,현동행정복지센터,경상남도 창원시 마산합포구 현동7길 27,055-220-5320,,,,,,#N/A,,a
3228,경남,창원시 마산합포구,가포동행정복지센터,경상남도 창원시 마산합포구 가포해안길 33,055-220-5230,,,055-225-4905,,,성공,,b
3229,경남,창원시 마산합포구,월영동행정복지센터,경상남도 창원시 마산합포구 월영남1길 13,055-220-5310,,,055-225-4906,,,성공,,a
3230,경남,창원시 마산합포구,문화동행정복지센터,경상남도 창원시 마산합포구 문화남5길 36,055-220-5430,,,055-225-4900,,,성공,,b
3231,경남,창원시 마산합포구,반원중앙동행정복지센터,경상남도 창원시 마산합포구 중앙남5길 45,,,,,,,#N/A,,a
3232,경남,창원시 마산합포구,완월동행정복지센터,경상남도 창원시 마산합포구 완월동11길 6,055-220-5560,,,055-337-0060,,,성공,,b
3233,경남,창원시 마산합포구,자산동행정복지센터,경상남도 창원시 마산합포구 자산동5길 1,055-225-4911,,,,,,#N/A,,a
3234,경남,창원시 마산합포구,오동동행정복지센터,경상남도 창원시 마산합포구 동서북4길 13,,,,,,,#N/A,,b
3235,경남,창원시 마산합포구,교방동행정복지센터,경상남도 창원시 마산합포구 교방동5길 18,,,,,,,#N/A,,a
3236,경남,창원시 마산합포구,합포동행정복지센터,경상남도 창원시 마산합포구 허당로 31,055-225-4917,,,,,,#N/A,,b
3237,경남,창원시 마산합포구,산호동행정복지센터,경상남도 창원시 마산합포구 산호남로 60,055-220-5890,,,,,,#N/A,,a
3238,경남,창원시 마산회원구,내서읍행정복지센터,경상남도 창원시 마산회원구 내서읍 중리상곡로 65,,,,055-225-4930,,,성공,,b
3239,경남,창원시 마산회원구,회원1동행정복지센터,경상남도 창원시 마산회원구 회원동11길 7,055-225-4932,,,,,,#N/A,,a
3240,경남,창원시 마산회원구,회원2동행정복지센터,경상남도 창원시 마산회원구 회원남로 74,055-225-4933,,,,,,#N/A,,b
3241,경남,창원시 마산회원구,석전동행정복지센터,경상남도 창원시 마산회원구 석전동4길 52 ,055-548-6450,,,055-298-7578,,,연결끊김 ,,a
3242,경남,창원시 마산회원구,회성동행정복지센터,경상남도 창원시 마산회원구 북성로 327,,,,055-230-5410,,,연결끊김 ,,b
3243,경남,창원시 마산회원구,양덕1동행정복지센터,경상남도 창원시 마산회원구 팔용로 25,055-225-4937,,,,,,#N/A,,a
3244,경남,창원시 마산회원구,양덕2동행정복지센터,경상남도 창원시 마산회원구 율림교로 3,055-230-5543,,,,,,#N/A,,b
3245,경남,창원시 마산회원구,합성1동행정복지센터,경상남도 창원시 마산회원구 합성서3길 21,055-230-5560,,,,,,#N/A,,a
3246,경남,창원시 마산회원구,합성2동행정복지센터,경상남도 창원시 마산회원구 합성남8길 46,055-230-5610,,,055-225-4940,,,성공,,b
3247,경남,창원시 마산회원구,구암1동행정복지센터,경상남도 창원시 마산회원구 구암서2길 95,055-225-4941,,,,,,#N/A,,a
3248,경남,창원시 마산회원구,구암2동행정복지센터,경상남도 창원시 마산회원구 구암남16길 12,055-230-5410,,,055-225-4942,,,성공,,b
3249,경남,창원시 마산회원구,봉암동행정복지센터,경상남도 창원시 마산회원구 봉양로 148,,,,055-225-4943,,,성공,,a
3250,경남,창원시 진해구,충무동행정복지센터,경상남도 창원시 진해구 중원로74번길 6,055-548-6200,,,,,,#N/A,,b
3251,경남,창원시 진해구,여좌동행정복지센터,경상남도 창원시 진해구 여명로 77,055-548-6250,,,055-225-4963,,,성공,,a
3252,경남,창원시 진해구,태백동행정복지센터,경상남도 창원시 진해구 중초로9번길 38,055-548-6300,,,055-225-4964,,,성공,,b
3253,경남,창원시 진해구,경화동행정복지센터,경상남도 창원시 진해구 경화로8번길 5,,,,055-225-4965,,,성공,,a
3254,경남,창원시 진해구,병암동행정복지센터,경상남도 창원시 진해구 경화로16번길 31,055-548-2560,,,,,,#N/A,,b
3255,경남,창원시 진해구,석동행정복지센터,경상남도 창원시 진해구 돌리로 3,,,,055-225-4967,,,성공,,a
3256,경남,창원시 진해구,이동행정복지센터,경상남도 창원시 진해구 냉천로12번길 9,055-548-6500,,,,,,#N/A,,b
3257,경남,창원시 진해구,자은동행정복지센터,경상남도 창원시 진해구 덕산로51번길 12,055-548-6550,,,055-225-4969,,,성공,,a
3258,경남,창원시 진해구,덕산동행정복지센터,경상남도 창원시 진해구 동진로157번길 5,055-548-6600,,,,,,#N/A,,b
3259,경남,창원시 진해구,풍호동행정복지센터,경상남도 창원시 진해구 진해대로1034번길 6,055-548-6650,,,,,,#N/A,,a
3260,경남,창원시 진해구,웅천동행정복지센터,경상남도 창원시 진해구 웅천중로 59,055-548-6700,,,055-225-4972,,,성공,,b
3261,경남,창원시 진해구,웅동1동행정복지센터,경상남도 창원시 진해구 웅동로57번가길 6,055-548-6750,,,055-225-4973,,,성공,,a
3262,경남,창원시 진해구,웅동2동행정복지센터,경상남도 창원시 진해구 용재로 46,055-548-6800,,,055-225-4974,,,성공,,b
3263,경남,진주시,문산읍사무소,경상남도 진주시 문산읍 동부로587번길 12,055-749-2600,,,055-749-2900,,,연결끊김 ,,a
3264,경남,진주시,내동면사무소,경상남도 진주시 내동면 순환로 389,055-749-2602,,,055-749-2901,,,연결끊김 ,,b
3265,경남,진주시,정촌면사무소,경상남도 진주시 정촌면 정촌로 57,055-749-2604,,,055-749-2910,,,연결끊김 ,,a
3266,경남,진주시,금곡면사무소,경상남도 진주시 금곡면 월아산로 140,,,,055-749-2903,,,연결끊김 ,,b
3267,경남,진주시,진성면사무소,경상남도 진주시 진성면 동부로 1329,055-749-2608,,,055-749-2908,,,연결끊김 ,,a
3268,경남,진주시,일반성면사무소,경상남도 진주시 일반성면 동부로1959번길 2,055-749-4481,,,055-749-2910,,,연결끊김 ,,b
3269,경남,진주시,이반성면사무소,경상남도 진주시 이반성면 오봉산로 719,055-749-2612,,,055-749-2906,,,연결끊김 ,,a
3270,경남,진주시,사봉면사무소,경상남도 진주시 사봉면 사군로 105,055-749-2614,,,055-749-2907,,,연결끊김 ,,b
3271,경남,진주시,지수면사무소,경상남도 진주시 지수면 지수로 483,055-749-4400,,,055-900-6779,,,연결끊김 ,,a
3272,경남,진주시,대곡면사무소,경상남도 진주시 대곡면 진의로 1094,055-749-2618,,,055-749-2909,,,연결끊김 ,,b
3273,경남,진주시,금산면사무소,경상남도 진주시 금산면 금산로 107,055-749-2620,,,,,,#N/A,,a
3274,경남,진주시,집현면사무소,경상남도 진주시 집현면 진산로 697,055-749-2622,,,055-749-2904,,,연결끊김 ,,b
3275,경남,진주시,미천면사무소,경상남도 진주시 미천면 오방로 731,055-749-2624,,,055-749-2912,,,연결끊김 ,,a
3276,경남,진주시,명석면사무소,경상남도 진주시 명석면 광제산로 37,055-749-3881,,,055-749-2913,,,연결끊김 ,,b
3277,경남,진주시,대평면사무소,경상남도 진주시 대평면 한들길 44,055-749-2628,,,055-749-2914,,,연결끊김 ,,a
3278,경남,진주시,수곡면사무소,경상남도 진주시 수곡면 곤수로 972,055-749-3941,,,055-749-2915,,,연결끊김 ,,b
3279,경남,진주시,천전동행정복지센터,경상남도 진주시 망경남길44번길 22,,,,055-749-4001,,,연결끊김 ,,a
3280,경남,진주시,성북동행정복지센터,경상남도 진주시 진주대로1143번길 3,055-749-4041,,,,,,#N/A,,b
3281,경남,진주시,중앙동행정복지센터,경상남도 진주시 진주대로1032번길 14,055-392-7304,,,055-272-5100,,,연결끊김 ,,a
3282,경남,진주시,상봉동행정복지센터,경상남도 진주시 진주성로 111,055-749-2644,,,,,,#N/A,,b
3283,경남,진주시,상대동행정복지센터,경상남도 진주시 동진로 189,055-749-2654,,,,,,#N/A,,a
3284,경남,진주시,하대동행정복지센터,경상남도 진주시 모덕로 305,055-749-4251,,,,,,#N/A,,b
3285,경남,진주시,상평동행정복지센터,경상남도 진주시 솔밭로80번길 18,,,,,,,#N/A,,a
3286,경남,진주시,초장동행정복지센터,경상남도 진주시 초장로14번길 14,055-749-4400,,,,,,#N/A,,b
3287,경남,진주시,평거동행정복지센터,경상남도 진주시 평거로40번길 5,055-749-4431,,,,,,#N/A,,a
3288,경남,진주시,신안동행정복지센터,경상남도 진주시 진양호로 360,055-745-3112,,,,,,#N/A,,b
3289,경남,진주시,이현동행정복지센터,경상남도 진주시 평거로 287,,,,,,,#N/A,,a
3290,경남,진주시,판문동행정복지센터,경상남도 진주시 새평거로 55,055-749-4501,,,,,,#N/A,,b
3291,경남,진주시,가호동행정복지센터,경상남도 진주시 진주역로95번길 6,,,,,,,#N/A,,a
3292,경남,진주시,충무공동주민센터,경상남도 진주시 충의로 145,055-749-3971,,,055-749-2935,,,연결끊김 ,,b
3293,경남,통영시,산양읍사무소,경상남도 통영시 산양읍 산양일주로 1683-25,055-650-3500,,,055-246-8741,,,통화중실패,,a
3294,경남,통영시,용남면사무소,경상남도 통영시 용남면 달포큰길 28,055-646-8003,,,,,,#N/A,,b
3295,경남,통영시,도산면사무소,경상남도 통영시 도산면 도산일주로 30-2,055-650-3540,,,,,,#N/A,,a
3296,경남,통영시,광도면행정복지센터,경상남도 통영시 광도면 노산길 115,055-650-3560,,,055-647-2526,,,성공,,b
3297,경남,통영시,욕지면사무소,경상남도 통영시 욕지면 중촌길 193,055-650-3580,,,055-645-6254,,,전화번호오류,,a
3298,경남,통영시,한산면사무소,경상남도 통영시 한산면 한산일주로 844,,,,055-650-6884,,,연결끊김 ,,b
3299,경남,통영시,사량면사무소,경상남도 통영시 사량면 상도일주로 1580-13,055-650-4733,,,055-650-3620,,,연결끊김 ,,a
3300,경남,통영시,도천동행정복지센터,경상남도 통영시 평인일주로 36,,,,055-650-3760,,,연결끊김 ,,b
3301,경남,통영시,명정동주민센터,경상남도 통영시 충렬로 6,055-650-3660,,,055-650-3888,,,성공,,a
3302,경남,통영시,중앙동주민센터,경상남도 통영시 동문로 28-1,055-272-5200,,,055-225-4871,,,성공,,b
3303,경남,통영시,정량동주민센터,경상남도 통영시 장좌로 28,055-650-4733,,,055-650-3890,,,라인혼잡,,a
3304,경남,통영시,북신동행정복지센터,경상남도 통영시 여황로 403-6,055-643-0610,,,,,,#N/A,,b
3305,경남,통영시,무전동주민센터,경상남도 통영시 안개4길 53,055-650-3740,,,055-650-3892,,,성공,,a
3306,경남,통영시,미수동주민센터,경상남도 통영시 미수해안로 51-1,055-650-3800,,,055-650-3892,,,성공,,b
3307,경남,통영시,봉평동행정복지센터,경상남도 통영시 도남로 185,,,,,,,#N/A,,a
3308,경남,사천시,사천읍행정복지센터,경상남도 사천시 사천읍 무산로 21,055-831-5014,,,055-831-8779,,,연결끊김 ,,b
3309,경남,사천시,정동면행정복지센터,경상남도 사천시 정동면 상정대로 2540-39,055-831-5060,,,,,,#N/A,,a
3310,경남,사천시,사남면행정복지센터,경상남도 사천시 사남면 진삼로 1108,055-831-5081,,,,,,#N/A,,b
3311,경남,사천시,용현면행정복지센터,경상남도 사천시 용현면 진삼로 637,055-830-4831,,,,,,#N/A,,a
3312,경남,사천시,축동면행정복지센터,경상남도 사천시 축동면 길평1길 20,,,,055-359-6738,,,성공,,b
